CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
8071,1670.0,68.73
8071,600.0,13.96
8071,1450.0,51.73
8071,1450.0,51.73
8071,1550.0,59.46
8071,930.0,11.54
8071,1560.0,60.23
8071,462.0,24.62
8071,600.0,13.96
8071,500.0,21.69
8071,700.0,6.23
8071,1000.0,16.95
8071,450.0,25.55
8071,900.0,9.23
8071,500.0,21.69
8071,500.0,21.69
8071,690.0,7.0
8071,480.0,23.23
8071,400.0,29.41
8071,674.0,8.24
8071,450.0,25.55
8071,616.0,12.72
8071,785.0,0.34
8071,1580.0,61.78
8071,850.0,5.36
8071,850.0,5.36
8071,850.0,5.36
8071,600.0,13.96
8071,674.0,8.24
8071,414.0,28.33
8071,500.0,21.69
8071,600.0,13.96
8071,594.0,14.42
8071,530.0,19.37
8071,522.0,19.99
8071,800.0,1.5
8071,376.0,31.27
8071,881.0,7.76
8071,1247.0,36.04
8071,440.0,26.32
