CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
5734,487.74,30.03
5734,399.0,18.2
5734,120.0,19.0
5734,100.0,21.67
5734,95.0,22.33
5734,50.0,28.33
5734,120.73,18.9
5734,799.0,71.53
5734,700.0,58.33
5734,600.0,45.0
5734,620.0,47.67
5734,399.0,18.2
5734,799.0,71.53
5734,66.27,26.16
5734,50.0,28.33
5734,700.0,58.33
5734,50.0,28.33
5734,225.7,4.91
5734,190.0,9.67
5734,66.27,26.16
5734,190.0,9.67
5734,330.0,9.0
5734,120.0,19.0
5734,350.0,11.67
5734,140.0,16.33
5734,50.0,28.33
5734,549.0,38.2
5734,140.0,16.33
5734,140.0,16.33
5734,600.0,45.0
5734,80.0,24.33
5734,50.0,28.33
5734,399.0,18.2
5734,797.68,71.36
5734,399.0,18.2
5734,399.0,18.2
5734,797.68,71.36
5734,140.0,16.33
5734,797.68,71.36
5734,150.0,15.0
5734,797.68,71.36
5734,600.0,45.0
5734,399.0,18.2
5734,797.5,71.33
5734,50.0,28.33
5734,50.0,28.33
5734,330.0,9.0
5734,330.0,9.0
5734,50.0,28.33
5734,79.0,24.47
5734,797.68,71.36
5734,60.0,27.0
5734,797.68,71.36
5734,250.0,1.67
5734,159.0,13.8
5734,100.0,21.67
5734,150.0,15.0
5734,300.0,5.0
5734,797.68,71.36
5734,50.0,28.33
5734,797.68,71.36
5734,190.0,9.67
5734,50.0,28.33
5734,460.11,26.35
5734,50.0,28.33
5734,130.0,17.67
5734,797.68,71.36
5734,300.0,5.0
5734,50.0,28.33
5734,50.0,28.33
5734,50.0,28.33
5734,79.99,24.33
5734,499.0,31.53
5734,59.27,27.1
5734,499.0,31.53
5734,50.0,28.33
5734,75.0,25.0
5734,159.0,13.8
5734,349.99,11.67
5734,140.0,16.33
5734,140.0,16.33
5734,140.0,16.33
5734,600.0,45.0
5734,99.0,21.8
5734,140.0,16.33
5734,140.0,16.33
5734,140.0,16.33
5734,140.0,16.33
5734,300.0,5.0
5734,120.0,19.0
5734,159.0,13.8
5734,159.0,13.8
5734,300.0,5.0
5734,70.0,25.67
5734,79.0,24.47
5734,159.0,13.8
5734,320.0,7.67
5734,50.0,28.33
5734,99.0,21.8
5734,249.0,1.8
5734,249.0,1.8
5734,330.0,9.0
5734,174.0,11.8
5734,799.0,71.53
5734,79.0,24.47
5734,200.0,8.33
5734,650.0,51.67
5734,80.0,24.33
5734,650.0,51.67
5734,320.0,7.67
5734,800.0,71.67
5734,159.0,13.8
5734,159.0,13.8
5734,800.0,71.67
5734,480.0,29.0
5734,590.0,43.67
5734,50.0,28.33
5734,500.0,31.67
5734,220.0,5.67
5734,79.0,24.47
5734,319.49,7.6
5734,118.0,19.27
5734,200.0,8.33
5734,136.0,16.87
5734,50.0,28.33
5734,50.0,28.33
5734,50.0,28.33
5734,100.0,21.67
5734,68.0,25.93
5734,118.0,19.27
5734,295.0,4.33
5734,603.0,45.4
5734,75.0,25.0
5734,50.0,28.33
5734,100.0,21.67
5734,50.0,28.33
5734,280.0,2.33
5734,159.0,13.8
5734,399.0,18.2
5734,800.0,71.67
5734,95.0,22.33
5734,399.0,18.2
5734,50.0,28.33
5734,270.0,1.0
5734,295.0,4.33
5734,50.0,28.33
5734,799.0,71.53
5734,799.0,71.53
5734,60.0,27.0
5734,590.0,43.67
5734,70.0,25.67
5734,349.99,11.67
5734,349.99,11.67
5734,549.0,38.2
5734,620.0,47.67
5734,58.5,27.2
5734,50.0,28.33
5734,159.0,13.8
5734,139.95,16.34
5734,50.0,28.33
5734,50.0,28.33
5734,50.0,28.33
5734,200.0,8.33
5734,200.0,8.33
5734,121.0,18.87
5734,121.0,18.87
5734,70.0,25.67
5734,70.0,25.67
5734,190.0,9.67
5734,190.0,9.67
5734,310.0,6.33
5734,310.0,6.33
5734,75.0,25.0
5734,75.0,25.0
5734,120.0,19.0
5734,120.0,19.0
5734,59.88,27.01
5734,50.0,28.33
5734,50.0,28.33
5734,230.0,4.33
5734,230.0,4.33
5734,65.0,26.33
5734,65.0,26.33
5734,120.0,19.0
5734,120.0,19.0
5734,50.0,28.33
5734,50.0,28.33
5734,200.0,8.33
5734,200.0,8.33
5734,299.0,4.87
5734,299.0,4.87
5734,550.0,38.33
5734,99.0,21.8
5734,50.0,28.33
5734,650.0,51.67
5734,650.0,51.67
5734,650.0,51.67
5734,650.0,51.67
5734,53.0,27.93
5734,139.94,16.34
5734,62.99,26.6
5734,399.0,18.2
5734,399.0,18.2
5734,62.99,26.6
5734,50.0,28.33
5734,50.0,28.33
5734,140.0,16.33
5734,140.0,16.33
5734,50.0,28.33
5734,140.0,16.33
5734,140.0,16.33
5734,159.0,13.8
5734,159.0,13.8
5734,159.0,13.8
5734,159.0,13.8
5734,61.52,26.8
5734,61.52,26.8
5734,61.52,26.8
5734,320.0,7.67
5734,270.0,1.0
5734,270.0,1.0
5734,83.99,23.8
5734,83.99,23.8
5734,61.52,26.8
5734,61.52,26.8
5734,50.0,28.33
5734,50.0,28.33
5734,319.49,7.6
5734,729.52,62.27
5734,59.0,27.13
5734,729.52,62.27
5734,549.99,38.33
5734,65.0,26.33
5734,50.0,28.33
5734,121.0,18.87
5734,299.0,4.87
5734,500.0,31.67
5734,180.0,11.0
5734,100.0,21.67
5734,500.0,31.67
5734,249.0,1.8
5734,50.0,28.33
5734,349.99,11.67
5734,200.0,8.33
5734,75.0,25.0
5734,190.0,9.67
5734,65.0,26.33
5734,650.0,51.67
5734,320.0,7.67
5734,50.0,28.33
5734,341.24,10.5
5734,390.0,17.0
5734,390.0,17.0
5734,300.0,5.0
5734,300.0,5.0
5734,349.99,11.67
5734,300.0,5.0
5734,50.0,28.33
5734,50.0,28.33
5734,190.0,9.67
5734,349.99,11.67
5734,499.0,31.53
5734,549.99,38.33
5734,325.19,8.36
5734,50.0,28.33
5734,800.0,71.67
5734,59.0,27.13
5734,797.68,71.36
5734,600.0,45.0
5734,349.99,11.67
5734,370.0,14.33
5734,378.99,15.53
5734,50.0,28.33
5734,159.0,13.8
5734,600.0,45.0
5734,88.0,23.27
5734,50.0,28.33
5734,797.68,71.36
5734,50.0,28.33
5734,99.0,21.8
5734,50.0,28.33
5734,250.0,1.67
5734,270.0,1.0
5734,500.0,31.67
