CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
5621,1995.0,0.11
5621,2361.0,11.14
5621,2048.0,1.71
5621,999.0,29.91
5621,700.0,38.92
5621,1734.0,7.75
5621,1901.0,2.72
5621,693.0,39.13
5621,900.0,32.89
5621,850.0,34.4
5621,1500.0,14.81
5621,750.0,37.41
5621,2625.0,19.1
5621,2505.0,15.48
5621,3000.0,30.4
5621,1889.0,3.08
5621,1880.0,3.35
5621,1750.0,7.27
5621,3472.0,44.63
5621,1600.0,11.79
5621,1160.0,25.05
5621,3235.0,37.48
5621,2453.0,13.91
5621,650.0,40.43
5621,3300.0,39.44
5621,3623.0,49.18
5621,3000.0,30.4
5621,3700.0,51.5
5621,3350.0,40.95
5621,2409.0,12.59
5621,3950.0,59.03
5621,968.0,30.84
5621,3070.0,32.51
5621,700.0,38.92
5621,2590.0,18.04
5621,3285.0,38.99
5621,858.0,34.16
5621,1700.0,8.78
5621,2000.0,0.26
5621,2671.0,20.49
5621,1135.0,25.81
5621,3080.0,32.81
5621,800.0,35.9
5621,2100.0,3.28
5621,2466.0,14.31
5621,3968.0,59.57
5621,750.0,37.41
5621,1200.0,23.85
5621,2550.0,16.84
5621,1100.0,26.86
5621,733.0,37.92
5621,1337.0,19.72
5621,1240.0,22.64
5621,2500.0,15.33
5621,2567.0,17.35
5621,1380.0,18.42
5621,3100.0,33.41
5621,1400.0,17.82
5621,1500.0,14.81
5621,1700.0,8.78
5621,2050.0,1.77
5621,1700.0,8.78
5621,3120.0,34.02
5621,650.0,40.43
5621,2900.0,27.39
5621,1900.0,2.75
5621,2390.0,12.02
5621,3222.0,37.09
5621,895.0,33.04
5621,2800.0,24.37
5621,740.0,37.71
5621,660.0,40.12
5621,3500.0,45.47
5621,870.0,33.79
5621,995.0,30.03
5621,3500.0,45.47
5621,1500.0,14.81
5621,1500.0,14.81
