CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
5732,3598.0,34.41
5732,5000.0,56.73
5732,5000.0,56.73
5732,500.0,14.91
5732,1820.0,6.1
5732,1302.53,2.14
5732,2396.76,15.29
5732,3070.91,26.02
5732,990.0,7.11
5732,2691.79,19.98
5732,1699.0,4.18
5732,1258.16,2.84
5732,700.0,11.73
5732,700.0,11.73
5732,558.16,13.99
5732,349.0,17.32
5732,384.74,16.75
5732,2498.0,16.9
5732,349.0,17.32
5732,399.0,16.52
5732,898.0,8.58
5732,448.0,15.74
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,449.0,15.72
5732,364.24,17.07
5732,597.0,13.37
5732,399.0,16.52
5732,399.0,16.52
5732,349.0,17.32
5732,399.0,16.52
5732,548.0,14.15
5732,1300.0,2.18
5732,2699.0,20.1
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,3285.0,29.43
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,498.0,14.94
5732,349.0,17.32
5732,3050.0,25.69
5732,349.0,17.32
5732,349.0,17.32
5732,397.0,16.55
5732,1250.0,2.97
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,398.0,16.54
5732,349.0,17.32
5732,399.0,16.52
5732,3100.0,26.48
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,1900.0,7.38
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,2160.0,11.52
5732,349.0,17.32
5732,349.0,17.32
5732,449.0,15.72
5732,3000.0,24.89
5732,349.0,17.32
5732,398.0,16.54
5732,349.0,17.32
5732,1101.0,5.34
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,6390.0,78.86
5732,349.0,17.32
5732,349.0,17.32
5732,499.0,14.93
5732,2199.0,12.14
5732,349.0,17.32
5732,399.0,16.52
5732,498.0,14.94
5732,5790.0,69.31
5732,1070.35,5.83
5732,4998.0,56.7
5732,364.62,17.07
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,510.0,14.75
5732,4285.45,45.36
5732,349.0,17.32
5732,6500.0,80.61
5732,498.0,14.94
5732,449.0,15.72
5732,349.0,17.32
5732,1240.0,3.13
5732,349.0,17.32
5732,3010.5,25.06
5732,850.0,9.34
5732,349.0,17.32
5732,5000.0,56.73
5732,399.0,16.52
5732,972.0,7.4
5732,798.0,10.17
5732,3382.0,30.97
5732,1090.0,5.52
5732,517.0,14.64
5732,349.0,17.32
5732,726.0,11.31
5732,349.0,17.32
5732,798.0,10.17
5732,498.0,14.94
5732,1400.0,0.58
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,1800.0,5.79
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,1050.0,6.16
5732,1249.0,2.99
5732,399.0,16.52
5732,824.0,9.75
5732,498.0,14.94
5732,349.0,17.32
5732,1200.0,3.77
5732,5200.0,59.92
5732,349.0,17.32
5732,349.0,17.32
5732,6348.0,78.19
5732,2250.0,12.95
5732,650.0,12.52
5732,399.0,16.52
5732,1076.0,5.74
5732,357.54,17.18
5732,449.0,15.72
5732,349.0,17.32
5732,448.0,15.74
5732,6500.0,80.61
5732,1197.0,3.82
5732,448.0,15.74
5732,2900.0,23.3
5732,2077.42,10.2
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,920.0,8.23
5732,2500.0,16.93
5732,349.0,17.32
5732,597.0,13.37
5732,3312.03,29.86
5732,349.0,17.32
5732,1500.0,1.01
5732,349.0,17.32
5732,349.0,17.32
5732,585.0,13.56
5732,349.0,17.32
5732,3708.0,36.16
5732,349.0,17.32
5732,498.0,14.94
5732,500.0,14.91
5732,498.0,14.94
5732,3950.0,40.02
5732,1600.0,2.6
5732,498.0,14.94
5732,399.0,16.52
5732,399.0,16.52
5732,349.0,17.32
5732,798.0,10.17
5732,399.0,16.52
5732,2850.0,22.5
5732,5200.0,59.92
5732,2800.0,21.71
5732,498.0,14.94
5732,1200.0,3.77
5732,1299.0,2.19
5732,3599.0,34.43
5732,399.0,16.52
5732,2398.0,15.31
5732,399.0,16.52
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,1600.0,2.6
5732,1472.5,0.57
5732,1589.0,2.43
5732,3670.0,35.56
5732,580.0,13.64
5732,399.0,16.52
5732,2349.0,14.53
5732,1295.0,2.26
5732,349.0,17.32
5732,1650.0,3.4
5732,499.0,14.93
5732,1290.0,2.33
5732,1298.0,2.21
5732,3999.0,40.8
5732,1000.0,6.95
5732,399.0,16.52
5732,500.0,14.91
5732,349.0,17.32
5732,349.0,17.32
5732,440.0,15.87
5732,399.0,16.52
5732,1290.0,2.33
5732,670.0,12.21
5732,932.0,8.03
5732,399.0,16.52
5732,999.0,6.97
5732,1750.0,4.99
5732,399.0,16.52
5732,399.0,16.52
5732,4810.0,53.71
5732,1279.0,2.51
5732,3000.0,24.89
5732,3241.2,28.73
5732,4487.0,48.56
5732,2320.0,14.06
5732,3050.0,25.69
5732,2300.0,13.75
5732,1690.0,4.03
5732,449.0,15.72
5732,399.0,16.52
5732,349.0,17.32
5732,3299.0,29.65
5732,349.0,17.32
5732,2270.0,13.27
5732,3490.0,32.69
5732,2199.0,12.14
5732,349.0,17.32
5732,399.0,16.52
5732,485.0,15.15
5732,2500.0,16.93
5732,1100.0,5.36
5732,2000.0,8.97
5732,2790.0,21.55
5732,1700.0,4.19
5732,349.0,17.32
5732,349.0,17.32
5732,630.0,12.84
5732,775.0,10.53
5732,712.0,11.54
5732,399.0,16.52
5732,5522.6,65.05
5732,5000.0,56.73
5732,4398.0,47.15
5732,2026.52,9.39
5732,6390.0,78.86
5732,4200.0,44.0
5732,1300.0,2.18
5732,2748.0,20.88
5732,6190.0,75.68
5732,435.0,15.95
5732,1570.0,2.12
5732,501.0,14.9
5732,349.0,17.32
5732,3399.0,31.24
5732,1700.0,4.19
5732,4404.0,47.24
5732,999.0,6.97
5732,6630.0,82.68
5732,4670.0,51.48
5732,349.0,17.32
5732,2409.0,15.48
5732,650.0,12.52
5732,1500.0,1.01
5732,412.0,16.31
5732,448.0,15.74
5732,448.0,15.74
5732,349.0,17.32
5732,1599.0,2.58
5732,1900.0,7.38
5732,499.0,14.93
5732,3999.0,40.8
5732,1500.0,1.01
5732,5100.0,58.32
5732,509.0,14.77
5732,2028.0,9.42
5732,1075.0,5.76
5732,2500.0,16.93
5732,2950.0,24.09
5732,399.0,16.52
5732,1550.0,1.8
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,1211.0,3.59
5732,1101.0,5.34
5732,4500.0,48.77
5732,2983.85,24.63
5732,1370.0,1.06
5732,399.0,16.52
5732,349.0,17.32
5732,399.0,16.52
5732,1300.0,2.18
5732,1095.0,5.44
5732,349.0,17.32
5732,400.0,16.5
5732,349.0,17.32
5732,4601.0,50.38
5732,349.0,17.32
5732,448.0,15.74
5732,349.0,17.32
5732,6000.0,72.65
5732,349.0,17.32
5732,349.0,17.32
5732,940.0,7.91
5732,4568.01,49.85
5732,357.62,17.18
5732,720.0,11.41
5732,4859.1,54.49
5732,349.0,17.32
5732,2120.0,10.88
5732,449.0,15.72
5732,359.0,17.16
5732,399.0,16.52
5732,500.0,14.91
5732,399.0,16.52
5732,3990.0,40.65
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,399.0,16.52
5732,349.0,17.32
5732,399.0,16.52
5732,349.0,17.32
5732,448.0,15.74
5732,349.0,17.32
5732,349.0,17.32
5732,1299.0,2.19
5732,349.0,17.32
5732,2735.0,20.67
5732,349.0,17.32
5732,1040.0,6.31
5732,558.16,13.99
5732,359.0,17.16
5732,349.0,17.32
5732,2000.0,8.97
5732,1302.53,2.14
5732,1302.53,2.14
5732,3239.91,28.71
5732,3239.91,28.71
5732,2449.24,16.12
5732,4224.36,44.38
5732,2449.24,16.12
5732,2449.24,16.12
5732,1258.16,2.84
5732,1258.16,2.84
5732,558.16,13.99
5732,3999.0,40.8
5732,4880.0,54.82
5732,4880.0,54.82
5732,800.0,10.14
5732,800.0,10.14
5732,1150.0,4.56
5732,3676.0,35.65
5732,3000.0,24.89
5732,2900.0,23.3
5732,3449.0,32.04
5732,5721.0,68.21
5732,1000.0,6.95
5732,999.0,6.97
5732,5663.0,67.29
5732,1240.0,3.13
5732,3382.0,30.97
5732,6348.0,78.19
5732,3449.0,32.04
5732,2000.0,8.97
5732,1370.0,1.06
5732,558.16,13.99
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,1047.83,6.19
5732,349.0,17.32
5732,349.0,17.32
5732,448.0,15.74
5732,448.0,15.74
5732,448.0,15.74
5732,349.0,17.32
5732,448.0,15.74
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,1519.24,1.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,459.0,15.57
5732,399.0,16.52
5732,1197.0,3.82
5732,548.0,14.15
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,2564.0,17.95
5732,349.0,17.32
5732,1099.0,5.38
5732,349.0,17.32
5732,2000.0,8.97
5732,1557.0,1.92
5732,349.0,17.32
5732,349.0,17.32
5732,1796.0,5.72
5732,998.0,6.98
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,2100.0,10.56
5732,1868.86,6.88
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,930.0,8.07
5732,996.0,7.02
5732,399.0,16.52
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,349.0,17.32
5732,4900.0,55.14
5732,3342.0,30.34
5732,3200.0,28.07
5732,349.0,17.32
5732,349.0,17.32
5732,399.0,16.52
5732,1600.0,2.6
5732,349.0,17.32
5732,6500.0,80.61
5732,630.0,12.84
5732,349.0,17.32
5732,1400.0,0.58
5732,949.0,7.76
5732,349.0,17.32
5732,448.0,15.74
5732,349.0,17.32
5732,448.0,15.74
5732,1150.0,4.56
5732,4080.0,42.09
5732,3500.0,32.85
5732,2500.0,16.93
5732,1140.0,4.72
5732,4645.0,51.08
5732,2611.55,18.71
5732,2611.55,18.71
5732,2500.0,16.93
5732,498.0,14.94
5732,2748.0,20.88
5732,2999.0,24.87
5732,4000.01,40.81
5732,1281.55,2.47
5732,5200.0,59.92
5732,399.05,16.52
5732,411.0,16.33
5732,399.0,16.52
5732,5950.0,71.86
5732,850.0,9.34
5732,1499.0,0.99
5732,2678.0,19.76
5732,2898.0,23.27
5732,4800.0,53.55
5732,500.0,14.91
5732,500.0,14.91
5732,850.0,9.34
5732,1000.0,6.95
5732,2317.0,14.02
5732,1999.0,8.95
5732,3800.0,37.63
5732,750.0,10.93
5732,6400.0,79.02
5732,450.0,15.71
5732,1300.0,2.18
5732,796.0,10.2
5732,500.0,14.91
5732,700.0,11.73
5732,2140.0,11.2
5732,3800.0,37.63
5732,949.0,7.76
5732,3000.0,24.89
5732,399.0,16.52
5732,1420.0,0.26
5732,399.0,16.52
5732,1000.0,6.95
5732,349.0,17.32
5732,4000.0,40.81
5732,1998.0,8.94
5732,500.0,14.91
5732,1349.25,1.39
5732,665.0,12.29
5732,1500.0,1.01
5732,799.0,10.15
5732,5999.0,72.64
5732,2000.0,8.97
5732,1400.0,0.58
5732,3083.0,26.21
5732,3083.0,26.21
5732,4790.0,53.39
5732,2000.0,8.97
5732,2564.0,17.95
5732,6000.0,72.65
5732,6000.0,72.65
5732,498.0,14.94
5732,2000.0,8.97
5732,6000.0,72.65
5732,665.0,12.29
