CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
6011,7000,0.38
6011,2000,0.62
6011,1000,0.82
6011,4500,0.12
6011,1000,0.82
6011,4000,0.22
6011,2000,0.62
6011,10000,0.98
6011,7000,0.38
6011,4000,0.22
6011,4000,0.22
6011,10000,0.98
6011,10000,0.98
6011,5000,0.02
6011,100,1.0
6011,70,1.01
6011,7000,0.38
6011,20,1.02
6011,10000,0.98
6011,1000,0.82
6011,6000,0.18
6011,1000,0.82
6011,500,0.92
6011,100,1.0
6011,1500,0.72
6011,1900,0.64
6011,5000,0.02
6011,200,0.98
6011,500,0.92
6011,30,1.01
6011,6000,0.18
6011,4000,0.22
6011,1500,0.72
6011,1000,0.82
6011,4500,0.12
6011,500000,98.98
6011,500000,98.98
6011,5000,0.02
6011,1000,0.82
6011,1000,0.82
6011,1000,0.82
6011,2000,0.62
6011,1100,0.8
6011,6000,0.18
6011,2000,0.62
6011,10000,0.98
6011,10000,0.98
6011,10000,0.98
6011,4000,0.22
6011,10000,0.98
6011,10000,0.98
6011,500,0.92
6011,500,0.92
6011,2000,0.62
6011,500,0.92
6011,2000,0.62
6011,10000,0.98
6011,10000,0.98
6011,10000,0.98
6011,6000,0.18
6011,2000,0.62
6011,10000,0.98
6011,2000,0.62
6011,2000,0.62
6011,10000,0.98
6011,7000,0.38
6011,5000,0.02
6011,3000,0.42
6011,1000,0.82
6011,200,0.98
6011,5000,0.02
6011,1500,0.72
6011,400,0.94
6011,4000,0.22
6011,5000,0.02
6011,3000,0.42
6011,10000,0.98
6011,10000,0.98
6011,2000,0.62
6011,4000,0.22
6011,2000,0.62
6011,8000,0.58
6011,5000,0.02
6011,5000,0.02
6011,10000,0.98
6011,2500,0.52
6011,500,0.92
6011,4000,0.22
6011,5000,0.02
6011,1400,0.74
6011,5000,0.02
6011,500,0.92
6011,5000,0.02
6011,10000,0.98
6011,1000,0.82
6011,2000,0.62
6011,10000,0.98
6011,2000,0.62
6011,10000,0.98
6011,2500,0.52
6011,500,0.92
6011,500,0.92
6011,1000,0.82
6011,2500,0.52
6011,1000,0.82
6011,1000,0.82
6011,4000,0.22
6011,2000,0.62
6011,10000,0.98
6011,6000,0.18
6011,4000,0.22
6011,5000,0.02
6011,5000,0.02
6011,1000,0.82
6011,5000,0.02
6011,5000,0.02
6011,1000,0.82
6011,3000,0.42
6011,6000,0.18
6011,1000,0.82
6011,10000,0.98
6011,10000,0.98
6011,500,0.92
6011,10000,0.98
6011,5000,0.02
6011,10000,0.98
6011,10000,0.98
6011,5000,0.02
6011,10000,0.98
6011,6000,0.18
6011,2000,0.62
6011,2000,0.62
6011,500,0.92
6011,500,0.92
6011,2000,0.62
6011,2000,0.62
6011,2000,0.62
6011,9000,0.78
6011,1000,0.82
6011,5000,0.02
6011,10000,0.98
6011,10000,0.98
6011,1000,0.82
6011,2000,0.62
6011,3000,0.42
6011,10000,0.98
6011,500,0.92
6011,10000,0.98
6011,10000,0.98
6011,200,0.98
6011,2000,0.62
6011,10000,0.98
6011,10000,0.98
6011,6000,0.18
6011,500,0.92
6011,10000,0.98
6011,500,0.92
6011,1500,0.72
6011,2000,0.62
6011,10000,0.98
6011,10000,0.98
6011,8000,0.58
6011,500,0.92
6011,5000,0.02
6011,500,0.92
6011,5000,0.02
6011,1000,0.82
6011,2500,0.52
6011,10000,0.98
6011,4000,0.22
6011,2000,0.62
6011,400,0.94
6011,10000,0.98
6011,3000,0.42
6011,6000,0.18
6011,5000,0.02
6011,1000,0.82
6011,500,0.92
6011,10000,0.98
6011,2400,0.54
6011,500,0.92
6011,5000,0.02
6011,10000,0.98
6011,1000,0.82
6011,500,0.92
6011,1000,0.82
6011,500,0.92
6011,6000,0.18
6011,5000,0.02
6011,100,1.0
6011,1000,0.82
6011,300,0.96
6011,10000,0.98
6011,3000,0.42
6011,600,0.9
6011,500,0.92
6011,500,0.92
6011,5000,0.02
6011,1000,0.82
6011,500,0.92
6011,3000,0.42
6011,5000,0.02
6011,6220,0.22
6011,5000,0.02
6011,2000,0.62
6011,800,0.86
6011,8000,0.58
6011,500,0.92
6011,2500,0.52
6011,5000,0.02
6011,3000,0.42
6011,1500,0.72
6011,1000,0.82
6011,2000,0.62
6011,5000,0.02
6011,10000,0.98
6011,1000,0.82
6011,3000,0.42
6011,6000,0.18
6011,6000,0.18
6011,7500,0.48
6011,500,0.92
6011,200,0.98
6011,100,1.0
6011,10000,0.98
6011,3000,0.42
6011,10000,0.98
6011,10000,0.98
6011,5000,0.02
6011,3500,0.32
6011,4000,0.22
6011,1500,0.72
6011,2500,0.52
6011,10000,0.98
6011,10000,0.98
6011,1000,0.82
6011,100,1.0
6011,8000,0.58
6011,1000,0.82
6011,10000,0.98
6011,5000,0.02
6011,2000,0.62
6011,7000,0.38
6011,10000,0.98
6011,10000,0.98
6011,3000,0.42
6011,500,0.92
6011,500,0.92
6011,2000,0.62
6011,2500,0.52
6011,4800,0.06
6011,5000,0.02
6011,3000,0.42
6011,10000,0.98
6011,3000,0.42
6011,10000,0.98
6011,10000,0.98
6011,7000,0.38
6011,500,0.92
6011,50,1.01
