CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
5131,3898,0.38
5131,260,0.62
5131,1020,0.82
5131,360,0.12
5131,4491,0.82
5131,5750,0.22
5131,415,0.62
5131,1330,0.98
5131,556,0.38
5131,648,0.22
5131,1500,0.22
5131,1079,0.98
5131,949,0.98
5131,395,0.02
5131,1500,1.0
5131,440,1.01
5131,1587,0.38
5131,675,1.02
5131,708,0.98
5131,1060,0.82
5131,261,0.18
5131,2320,0.82
5131,5487,0.92
5131,230,1.0
5131,299,0.72
5131,1132,0.64
5131,5765,0.02
5131,556,0.98
5131,1030,0.92
5131,270,1.01
5131,9990,0.18
5131,4631,0.22
5131,3305,0.72
5131,468,0.82
5131,892,0.12
5131,798,98.98
5131,1835,98.98
5131,2641,0.02
5131,1000,0.82
5131,803,0.82
5131,2084,0.82
5131,780,0.62
5131,950,0.8
5131,1053,0.18
5131,460,0.62
5131,870,0.98
5131,1080,0.98
5131,600,0.98
5131,5071,0.22
