CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
7399,263.72,28.82
7399,263.72,28.82
7399,263.72,28.82
7399,263.72,28.82
7399,263.72,28.82
7399,263.72,28.82
7399,1218.08,26.19
7399,426.72,19.42
7399,770.0,0.36
7399,800.0,2.09
7399,1168.0,23.3
7399,459.32,17.54
7399,946.53,10.54
7399,739.08,1.42
7399,988.95,12.98
7399,830.85,3.87
7399,927.43,9.44
7399,916.64,8.82
7399,938.49,10.08
7399,315.0,25.86
7399,1200.0,25.15
7399,1036.0,15.7
7399,1343.2,33.4
7399,853.0,5.15
7399,464.0,17.27
7399,609.0,8.92
7399,739.0,1.42
7399,609.0,8.92
7399,766.0,0.13
7399,345.0,24.13
7399,339.0,24.48
7399,1004.0,13.85
7399,840.0,4.4
7399,299.0,26.78
7399,1954.0,68.61
7399,499.0,15.26
7399,1500.0,42.44
7399,1563.5,46.1
7399,499.0,15.26
7399,699.0,3.73
7399,579.0,10.64
7399,296.0,26.96
7399,699.0,3.73
7399,353.0,23.67
7399,1124.0,20.77
7399,784.0,1.17
7399,1679.0,52.76
7399,1048.0,16.39
7399,1099.0,19.33
7399,1499.0,42.38
7399,1500.0,42.44
7399,579.0,10.64
7399,741.0,1.31
7399,689.0,4.3
7399,1487.0,41.69
7399,439.0,18.71
7399,1796.0,59.5
7399,1000.0,13.62
7399,599.0,9.49
7399,310.0,26.15
7399,560.0,11.74
7399,478.0,16.47
7399,332.0,24.88
7399,945.0,10.45
7399,279.0,27.94
7399,1857.0,63.02
7399,1538.0,44.63
7399,737.0,1.54
7399,361.0,23.21
7399,1448.98,39.5
7399,652.0,6.44
7399,370.0,22.69
7399,593.0,9.84
7399,1903.0,65.67
7399,699.0,3.73
7399,1364.0,34.6
7399,419.0,19.87
7399,999.0,13.56
7399,448.0,18.19
7399,326.0,25.23
7399,260.0,29.03
7399,1700.0,53.97
7399,649.0,6.61
7399,277.9,28.0
7399,580.0,10.59
7399,649.0,6.61
7399,899.0,7.8
7399,680.25,4.81
7399,1648.0,50.97
7399,341.0,24.36
7399,1699.0,53.91
7399,852.0,5.09
7399,1047.12,16.34
7399,330.0,25.0
7399,1554.0,45.55
7399,606.0,9.09
7399,440.0,18.66
7399,672.0,5.28
7399,1735.0,55.98
7399,500.0,15.2
7399,1125.0,20.83
7399,897.0,7.68
7399,300.0,26.72
7399,1973.0,69.7
7399,1050.0,16.5
7399,956.0,11.08
7399,580.0,10.59
7399,757.0,0.38
7399,499.0,15.26
7399,1290.0,30.34
7399,1091.0,18.87
7399,749.0,0.85
7399,1599.0,48.15
7399,598.0,9.55
7399,647.25,6.71
7399,1091.5,18.89
7399,318.59,25.65
7399,701.0,3.61
7399,264.0,28.8
7399,549.0,12.37
7399,719.04,2.57
7399,499.0,15.26
7399,488.0,15.89
7399,500.0,15.2
7399,1299.0,30.85
7399,409.0,20.44
7399,1079.2,18.19
7399,334.0,24.77
7399,1995.0,70.97
7399,335.1,24.7
7399,520.0,14.04
7399,460.0,17.5
7399,818.0,3.13
7399,1095.0,19.1
7399,424.0,19.58
7399,839.0,4.34
7399,415.0,20.1
7399,975.0,12.18
7399,726.0,2.17
7399,319.0,25.63
7399,492.45,15.63
7399,592.0,9.89
7399,1283.0,29.93
7399,404.0,20.73
7399,350.0,23.84
7399,450.5,18.05
7399,302.0,26.61
7399,1598.0,48.09
7399,499.0,15.26
7399,524.0,13.81
7399,555.0,12.03
7399,1905.0,65.78
7399,1188.0,24.46
7399,422.63,19.66
7399,479.0,16.41
7399,449.0,18.14
7399,302.0,26.61
7399,376.0,22.34
7399,486.48,15.98
7399,299.25,26.77
7399,339.0,24.48
7399,1614.0,49.01
7399,480.0,16.35
7399,1336.0,32.99
7399,699.0,3.73
7399,310.0,26.15
7399,350.0,23.84
7399,899.0,7.8
7399,318.6,25.65
7399,300.0,26.72
7399,294.0,27.07
7399,1069.0,17.6
7399,280.0,27.88
7399,973.35,12.08
7399,899.0,7.8
7399,300.0,26.72
7399,672.0,5.28
7399,434.0,19.0
7399,667.5,5.54
7399,539.0,12.95
7399,899.0,7.8
7399,399.0,21.02
7399,532.0,13.35
7399,1593.0,47.8
7399,600.0,9.43
7399,318.6,25.65
7399,318.6,25.65
7399,292.0,27.19
7399,292.0,27.19
7399,318.6,25.65
7399,288.0,27.42
7399,1299.0,30.85
7399,1091.5,18.89
7399,526.0,13.7
7399,1487.0,41.69
7399,737.0,1.54
7399,266.0,28.68
7399,266.0,28.68
7399,699.0,3.73
7399,1327.0,32.47
7399,293.0,27.13
7399,850.0,4.98
7399,750.0,0.79
7399,335.0,24.71
7399,376.0,22.34
7399,335.0,24.71
7399,1448.0,39.44
7399,608.0,8.97
7399,1449.0,39.5
7399,793.0,1.69
7399,539.0,12.95
7399,547.0,12.49
7399,300.0,26.72
7399,450.0,18.08
7399,1038.0,15.81
7399,300.0,26.72
7399,539.0,12.95
7399,539.0,12.95
7399,1237.0,27.28
7399,599.0,9.49
7399,899.0,7.8
7399,1000.0,13.62
7399,1377.0,35.35
7399,364.0,23.04
7399,304.0,26.49
7399,662.0,5.86
7399,357.0,23.44
7399,1265.0,28.89
7399,1411.0,37.31
7399,1122.0,20.65
7399,676.0,5.05
7399,1089.0,18.75
7399,588.0,10.13
7399,780.0,0.94
7399,1438.0,38.87
7399,1596.0,47.97
7399,722.0,2.4
7399,300.0,26.72
