CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
5251,2350.0,0.76
5251,445.0,34.25
5251,3200.0,16.38
5251,1140.0,21.48
5251,1030.0,23.5
5251,500.0,33.24
5251,2518.0,3.84
5251,1652.0,12.07
5251,4045.0,31.9
5251,3880.0,28.87
5251,1000.0,24.05
5251,2300.0,0.16
5251,1792.0,9.5
5251,1900.0,7.51
5251,1900.0,7.51
5251,1700.0,11.19
5251,610.0,31.22
5251,3458.0,21.12
5251,600.0,31.4
5251,3000.0,12.7
5251,3590.0,23.54
5251,999.0,24.07
5251,700.0,29.56
5251,826.0,27.25
5251,918.0,25.56
5251,5887.0,65.75
5251,1470.0,15.41
5251,2768.0,8.44
5251,1765.0,9.99
5251,1515.0,14.59
5251,1000.0,24.05
5251,499.0,33.26
5251,4083.0,32.6
5251,850.0,26.81
5251,2240.0,1.26
5251,1147.0,21.35
5251,730.0,29.01
5251,1300.0,18.54
5251,2150.0,2.92
5251,1900.0,7.51
5251,3458.0,21.12
5251,4400.0,38.43
5251,4400.0,38.43
5251,3100.0,14.54
5251,2500.0,3.51
5251,1900.0,7.51
5251,5589.0,60.28
5251,1000.0,24.05
5251,5111.0,51.49
5251,5000.0,49.45
5251,1250.0,19.46
5251,750.0,28.64
5251,2000.0,5.67
5251,3680.0,25.2
5251,1000.0,24.05
5251,2200.0,2.0
5251,1785.0,9.62
5251,2485.0,3.24
5251,4000.0,31.08
5251,5589.0,60.28
5251,5589.0,60.28
5251,1000.0,24.05
