CARD_ACCEPTOR_ACTIVITY,TRANSACTION_AMOUNT,Label
3056,11060.0,54.74
3056,8360.0,24.73
3056,8360.0,24.73
3056,4396.0,19.34
3056,5688.0,4.97
3056,5397.0,8.21
3056,7501.0,15.18
3056,6393.0,2.86
3056,6667.0,5.91
3056,7330.0,13.28
3056,5256.0,9.78
3056,7979.0,20.49
3056,4896.0,13.78
3056,9422.0,36.53
3056,3356.0,30.9
3056,6713.0,6.42
3056,3940.0,24.4
3056,5833.0,3.36
3056,10467.0,48.15
3056,3773.0,26.26
3056,8040.0,21.17
3056,4020.0,23.51
3056,5894.0,2.68
3056,5599.0,5.96
3056,5599.0,5.96
3056,9904.0,41.89
3056,6650.0,5.72
3056,8040.0,21.17
3056,5243.0,9.92
3056,7232.0,12.19
3056,3380.0,30.63
3056,3893.0,24.93
3056,4505.0,18.12
3056,9492.0,37.31
3056,10448.0,47.94
3056,8383.0,24.98
3056,9050.36,32.4
3056,2985.0,35.02
3056,3728.0,26.76
3056,4706.0,15.89
3056,3280.0,31.74
3056,5986.0,1.66
3056,2785.0,37.24
3056,4699.0,15.97
3056,5431.0,7.83
3056,6588.0,5.03
3056,7248.0,12.37
3056,6987.0,9.47
3056,5202.0,10.38
3056,3575.0,28.46
3056,2612.0,39.17
3056,3133.0,33.37
3056,5078.0,11.75
3056,10475.0,48.24
3056,6847.0,7.91
3056,2520.0,40.19
3056,8048.0,21.26
3056,5000.0,12.62
3056,5821.0,3.49
3056,4419.0,19.08
3056,5979.0,1.74
3056,3723.0,26.82
3056,11516.0,59.81
